Sample_Id,Latitude,Longitude,Midpoint_Date_Local,Year,Month,Day,Chlorophyll_Index,Ceratium fusus,Ceratium furca,Ceratium lineatum,Ceratium tripos,Ceratium macroceros,Ceratium horridum,Ceratium longipes,Ceratium arcticum,Dinoflagellate cysts (Total),Ceratium kofoidii
487MC-9,43.428,-65.103,5/17/21 18:58,2021,5,17,1,0.001,0,15000,0,0,0,0.001,0,0,0
487MC-11,43.22,-65.462,5/17/21 19:45,2021,5,17,1,0,0,0,15000,0,0,0,0,0,0
487MC-13,43.107,-65.847,5/17/21 20:43,2021,5,17,1,0,0,0,0,0,0,0,0,0,0
487MC-15,43.17,-66.297,5/17/21 22:02,2021,5,17,1,0,0,0,0,0,0,0,0,0,0
487MC-17,43.23,-66.747,5/17/21 23:21,2021,5,17,1,15000,0,0,15000,0,0,0,0,0,0
487MC-19,43.288,-67.195,5/18/21 0:39,2021,5,18,1,0,0.001,0,0,0,0,0,0,0,0
487MC-21,43.347,-67.647,5/18/21 1:58,2021,5,18,1,0,0.001,0,0.001,0,0,15000,0,0,0
487MC-23,43.402,-68.098,5/18/21 3:16,2021,5,18,2,15000,15000,0,0,15000,35000,0,0,0,0
487MC-25,43.455,-68.552,5/18/21 4:35,2021,5,18,2,0,15000,0,0,0,15000,0,0,0,0
487MC-27,43.508,-69.007,5/18/21 5:53,2021,5,18,2,15000,15000,0,35000,0,0,0,0,0,0
487MC-29,43.558,-69.46,5/18/21 7:13,2021,5,18,2,0,0.001,0,0.001,0,0,0,0,0,0
488MC-1,44.162,-63.79,6/8/21 2:46,2021,6,8,1,15000,0,0,0,0,15000,0,0,0,0
488MC-3,43.957,-64.155,6/8/21 4:34,2021,6,8,1,0,0,0,0,0,0,0.001,0,0,0
488MC-5,43.75,-64.517,6/8/21 6:20,2021,6,8,1,0,0,0,0,0,15000,15000,0,0,0
488MC-7,43.542,-64.878,6/8/21 8:08,2021,6,8,1,0,0,0,0,0,0,15000,0,0,0
488MC-9,43.333,-65.237,6/8/21 9:55,2021,6,8,1,0,15000,0,0.001,0,0,0,0,0,0
488MC-11,43.137,-65.597,6/8/21 11:44,2021,6,8,1,0,0,0,0,0,0,0,0,0,0
488MC-13,43.193,-66.047,6/8/21 13:37,2021,6,8,1,0,15000,0,0,0,0,0,0,0.001,0
488MC-15,43.25,-66.497,6/8/21 15:31,2021,6,8,1,0.001,15000,0,0,0,0,0,0,0,0
488MC-17,43.303,-66.95,6/8/21 17:24,2021,6,8,2,0,35000,0,15000,0,0,0,0,35000,0
488MC-19,43.355,-67.402,6/8/21 19:17,2021,6,8,2,35000,65000,0.001,0.001,0,0,0,0,0.001,0
488MC-21,43.405,-67.855,6/8/21 21:10,2021,6,8,2,0.001,65000,0,65000,0,0,0,0,15000,0
488MC-23,43.453,-68.308,6/8/21 23:03,2021,6,8,2,0,0,0,35000,0,0,0,0,15000,0
488MC-25,43.498,-68.763,6/9/21 0:56,2021,6,9,1,15000,15000,0,0,0,0,15000,0,15000,0
488MC-27,43.543,-69.22,6/9/21 2:50,2021,6,9,1,0,15000,0,15000,0,15000,15000,0,0.001,0
488MC-29,43.587,-69.677,6/9/21 4:43,2021,6,9,1,0.001,15000,0,15000,0,0,0.001,0,0,0
489MC-1,44.167,-63.782,7/19/21 20:03,2021,7,19,1,0.001,0,0,0.001,0.001,0,0,0,0,0
489MC-3,43.962,-64.148,7/19/21 21:18,2021,7,19,1,15000,0,0,35000,0,0,65000,0,0,0
489MC-5,43.757,-64.512,7/19/21 22:31,2021,7,19,1,15000,0,0,15000,0,0,0,0,0,0
489MC-7,43.55,-64.875,7/19/21 23:46,2021,7,19,1,0,0,0,0.001,0,0,0,0,0,0
489MC-9,43.342,-65.233,7/20/21 1:01,2021,7,20,1,15000,0.001,0,15000,0.001,0,0.001,0,0,0
489MC-11,43.132,-65.577,7/20/21 2:14,2021,7,20,1,15000,35000,0,35000,0,0,130000,0,0,0
489MC-13,43.19,-66.027,7/20/21 3:27,2021,7,20,2,15000,15000,0,0.001,0,0,15000,0,0,0
489MC-15,43.245,-66.477,7/20/21 4:42,2021,7,20,2,0,35000,0,35000,0,0,0,0,0,0
489MC-17,43.3,-66.93,7/20/21 5:56,2021,7,20,2,0.001,95000,0,95000,0,0,0.001,0,0,0
489MC-19,43.352,-67.382,7/20/21 7:10,2021,7,20,1,0,35000,0,35000,0,15000,0,0,0,0
489MC-21,43.402,-67.835,7/20/21 8:23,2021,7,20,1,35000,95000,0,95000,0,0,0,0,15000,0
489MC-23,43.45,-68.288,7/20/21 9:37,2021,7,20,2,15000,95000,0,95000,0,0,0,0,0,0
489MC-25,43.497,-68.743,7/20/21 10:52,2021,7,20,2,35000,35000,0,65000,0,15000,0,0,0,0
489MC-27,43.542,-69.2,7/20/21 12:06,2021,7,20,2,15000,35000,0,35000,15000,15000,0,0,0,0
489MC-29,43.585,-69.657,7/20/21 13:20,2021,7,20,2,15000,170000,0,35000,0,0,15000,0,0,0
490MC-1,44.243,-63.648,8/9/21 20:48,2021,8,9,1,15000,0,0,0,0,0,0,0,15000,0
490MC-3,44.032,-64.007,8/9/21 21:57,2021,8,9,1,0,0,0,0,0,0,0,0,0,0
490MC-5,43.818,-64.363,8/9/21 23:08,2021,8,9,1,15000,0.001,0,15000,0.001,0,0,0,0,0
490MC-7,43.603,-64.717,8/10/21 0:19,2021,8,10,1,0,0,0,0,0,15000,0.001,0,0,0
490MC-9,43.388,-65.067,8/10/21 1:28,2021,8,10,1,15000,0.001,0,15000,0,0,0,0,15000,0
490MC-11,43.172,-65.415,8/10/21 2:39,2021,8,10,1,0,15000,0,0.001,0,0,0.001,0,0.001,0
490MC-13,43.178,-65.85,8/10/21 3:49,2021,8,10,1,0,0,0,0,0,0,0,0,0,0
490MC-15,43.233,-66.3,8/10/21 4:58,2021,8,10,2,0,0,0,0.001,0,0,0,0,0,0
490MC-17,43.285,-66.752,8/10/21 6:09,2021,8,10,2,0,15000,0,0,0,0,0,0,0,0
490MC-19,43.335,-67.205,8/10/21 7:18,2021,8,10,2,0,15000,0,0,0,0,0,0,0,0
490MC-21,43.385,-67.66,8/10/21 8:27,2021,8,10,2,0,65000,0,15000,15000,0,0,0,0,0
490MC-23,43.432,-68.113,8/10/21 9:36,2021,8,10,2,0,35000,0,15000,0,0,0,0,0,0
490MC-25,43.477,-68.568,8/10/21 10:45,2021,8,10,2,0.001,65000,0,15000,15000,0,0,0,0,0
490MC-27,43.52,-69.023,8/10/21 11:54,2021,8,10,2,0,65000,0,0,0.001,0,15000,0,0.001,0
490MC-29,43.562,-69.48,8/10/21 13:04,2021,8,10,2,0,95000,0,15000,0,15000,0,0,0,0
491MC-1,44.322,-63.656,9/20/21 16:16,2021,9,20,2,15000,0,0,15000,35000,0,0,0,15000,0
491MC-3,44.099,-64.001,9/20/21 17:16,2021,9,20,1,15000,15000,0,15000,35000,0,0,0,15000,0
491MC-5,43.875,-64.342,9/20/21 18:16,2021,9,20,1,15000,0,0,0,15000,0,0,0,0,0
491MC-7,43.649,-64.682,9/20/21 19:16,2021,9,20,1,0,0,0,0.001,0,0,0,0,0,0
491MC-9,43.423,-65.018,9/20/21 20:17,2021,9,20,1,0,0,0,0,0,0,0,0,0,0
491MC-11,43.196,-65.352,9/20/21 21:17,2021,9,20,1,0,0,0,0,0,0,0,0,0,0
491MC-13,43.154,-65.76,9/20/21 22:34,2021,9,20,1,0,0,0,0,0,0,0,0,0,0
491MC-15,43.21,-66.21,9/21/21 0:00,2021,9,21,1,0,15000,0,15000,0,0,0,0,0,0
491MC-17,43.264,-66.659,9/21/21 1:26,2021,9,21,1,0,0.001,0,0.001,0.001,0,0,0,0.001,0
491MC-19,43.317,-67.11,9/21/21 2:52,2021,9,21,1,0,15000,0,0,0,0,0,0,0,0
491MC-21,43.367,-67.562,9/21/21 4:18,2021,9,21,1,0,0,0,0,0,0,0,0,0,0
491MC-23,43.416,-68.014,9/21/21 5:44,2021,9,21,1,0,15000,0,0,0,0,0,0,0,0
491MC-25,43.463,-68.467,9/21/21 7:10,2021,9,21,2,0.001,170000,0,35000,15000,0,0,0,0,0
491MC-27,43.508,-68.92,9/21/21 8:36,2021,9,21,2,0,95000,0,0.001,15000,0,0,0,35000,0
491MC-29,43.552,-69.375,9/21/21 10:02,2021,9,21,2,15000,35000,0,0,0,0,0,0,0,0
491MC-31,43.593,-69.829,9/21/21 11:28,2021,9,21,1,0,0.001,0,0,0.001,0,0,0,0,0
492MC-1,43.887,-64.252,10/11/21 14:45,2021,10,11,2,0,0,0,0,0.001,0,0,0,0,0
492MC-3,43.69,-64.623,10/11/21 15:58,2021,10,11,2,0,0,0,0,0.001,0,0,0,0,0
492MC-5,43.492,-64.993,10/11/21 17:13,2021,10,11,2,0,0,0,0,15000,0,0,0,0,0
492MC-7,43.293,-65.363,10/11/21 18:27,2021,10,11,2,0,0,0,0,0,0,0,0,0,0
492MC-9,43.145,-65.74,10/11/21 19:42,2021,10,11,2,0,0,0,0,0,0,0,0,0,0
492MC-11,43.202,-66.19,10/11/21 20:59,2021,10,11,2,0,0,0,0,15000,0,0,0,0,0
492MC-13,43.258,-66.64,10/11/21 22:16,2021,10,11,2,0,0,0,0,0,0,0,0,0,0
492MC-15,43.312,-67.093,10/11/21 23:34,2021,10,11,2,0,0,0,0,0,0,0,0,0,0
492MC-17,43.363,-67.545,10/12/21 0:51,2021,10,12,2,15000,35000,0,15000,0,0,0,0,0,0
492MC-19,43.413,-67.998,10/12/21 2:09,2021,10,12,2,0,15000,0,0,0,0,0,0,0,0
492MC-21,43.462,-68.453,10/12/21 3:26,2021,10,12,2,0,0,0,0,0,0,0,0,0,0
492MC-23,43.508,-68.907,10/12/21 4:43,2021,10,12,2,0,0,0,0,0,0,0,0,0,0
492MC-25,43.553,-69.363,10/12/21 6:00,2021,10,12,2,15000,35000,0,15000,0,0,0,0,15000,0
492MC-27,43.597,-69.82,10/12/21 7:17,2021,10,12,2,35000,35000,0,0,0,0,0,0,15000,0
493MC-1,43.6,-69.93,11/24/21 18:29,2021,11,24,1,0,0,0,0,0,0,0,0,0,0
493MC-3,43.563,-69.473,11/24/21 19:47,2021,11,24,1,0,0,0,0,0,0,0,0,0,0
493MC-5,43.527,-69.015,11/24/21 21:05,2021,11,24,1,0,0,0,0.001,0.001,0,0,0,0,0
493MC-7,43.488,-68.56,11/24/21 22:23,2021,11,24,1,0,0,0,0,0,0,0,0,0,0
493MC-9,43.448,-68.105,11/24/21 23:41,2021,11,24,1,0,0,0,0,15000,0,0,0,0,0
493MC-11,43.405,-67.648,11/25/21 1:00,2021,11,25,1,0,15000,0,0.001,0,0,0,0,0,0
493MC-13,43.362,-67.193,11/25/21 2:18,2021,11,25,1,0,0,0,0.001,0.001,0,0,0,0,0
493MC-15,43.315,-66.74,11/25/21 3:36,2021,11,25,1,0,0,0,0,0,0,0,0,0,0
493MC-17,43.267,-66.287,11/25/21 4:54,2021,11,25,1,0,0.001,0,0,0,0,0,0,0,0
493MC-19,43.217,-65.835,11/25/21 6:12,2021,11,25,1,0,0,0,0,0,0,0,0,0,0
493MC-21,43.242,-65.428,11/25/21 7:33,2021,11,25,1,0,0,0,0,0,0,0,0,0,0
493MC-23,43.442,-65.062,11/25/21 9:01,2021,11,25,1,0,0,0,0,0,0,0,0,0,0
493MC-25,43.64,-64.692,11/25/21 10:30,2021,11,25,1,0,0,0,0,15000,0,0,0,0,0
493MC-27,43.838,-64.322,11/25/21 11:58,2021,11,25,1,0,0,0,0,0,0,0,0,0,0
493MC-29,44.035,-63.948,11/25/21 13:27,2021,11,25,1,0,0,0,15000,0.001,0,0,0,0,0
494MC-1,44.303,-63.703,12/15/21 19:08,2021,12,15,1,0,0,0,0,0,0,0,0,0,0
494MC-3,44.107,-64.08,12/15/21 20:13,2021,12,15,1,0,0,0,0,0.001,0,0,0,0,0
494MC-5,43.91,-64.453,12/15/21 21:19,2021,12,15,1,0,0,0,0,0,0,0,0,0,0
494MC-7,43.71,-64.825,12/15/21 22:25,2021,12,15,1,0,0,0,0,0,0,0,0,0,0
494MC-9,43.512,-65.192,12/15/21 23:31,2021,12,15,1,0,0,0,0,0,0,0,0,0,0
494MC-11,43.31,-65.558,12/16/21 0:36,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-13,43.14,-65.937,12/16/21 1:44,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-15,43.2,-66.385,12/16/21 2:57,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-17,43.257,-66.837,12/16/21 4:10,2021,12,16,1,0,0,0,0.001,0,0,0,0,0,0
494MC-19,43.313,-67.287,12/16/21 5:22,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-21,43.367,-67.74,12/16/21 6:36,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-23,43.42,-68.193,12/16/21 7:49,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
494MC-25,43.47,-68.647,12/16/21 9:02,2021,12,16,1,0,0,0,0,15000,0,0,0,0,0
494MC-27,43.518,-69.102,12/16/21 10:15,2021,12,16,1,0,0.001,0,0.001,0,0,0,0,0,0
494MC-29,43.565,-69.555,12/16/21 11:27,2021,12,16,1,0,0,0,0,0,0,0,0,0,0
495MC-1,44.209,-63.744,1/3/22 19:10,2022,1,3,1,0,0,0,15000,0,0,0,15000,0,0
495MC-3,44.025,-64.13,1/3/22 20:19,2022,1,3,1,0,0,0,0,0.001,0,0,0,0,0
495MC-5,43.84,-64.514,1/3/22 21:27,2022,1,3,1,0,0,0,0.001,0.001,0,0,0,0,0
495MC-7,43.653,-64.895,1/3/22 22:35,2022,1,3,1,0,0,0,15000,0.001,0,0,0,0,0
495MC-9,43.465,-65.274,1/3/22 23:43,2022,1,3,1,0,0,0,15000,15000,0,0,0,0,0
495MC-11,43.276,-65.651,1/4/22 0:51,2022,1,4,1,0.001,0,0,0.001,0.001,0,0,0,0,0
495MC-13,43.169,-66.049,1/4/22 1:57,2022,1,4,1,15000,0,0,15000,0,0,0,0,0,0
495MC-15,43.226,-66.498,1/4/22 2:58,2022,1,4,1,0,0,0,0.001,15000,0,0,0,0,0
495MC-17,43.281,-66.948,1/4/22 3:59,2022,1,4,1,0,0,0,0.001,0,0,0,0,0,0
495MC-19,43.334,-67.399,1/4/22 5:01,2022,1,4,0,0,0,0,0,0,0,0,0,0,0
495MC-21,43.386,-67.85,1/4/22 6:02,2022,1,4,0,0,0,0,0,0,0,0,0,0,0
495MC-23,43.436,-68.303,1/4/22 7:03,2022,1,4,0,0,0,0,0,0,0,0,0,0,0
495MC-25,43.484,-68.756,1/4/22 8:04,2022,1,4,1,0,0,0,0,0,0,0,0,0,0
495MC-27,43.53,-69.209,1/4/22 9:05,2022,1,4,1,0,0,0,0,0.001,0,0,0,0,0
495MC-29,43.574,-69.664,1/4/22 10:06,2022,1,4,1,0,0,0,0,0,0,0,0,0,0
496MC-1,43.609,-69.888,2/18/22 14:58,2022,2,18,1,0,0,0,0.001,0,0,0,0,0,0
496MC-3,43.591,-69.43,2/18/22 16:14,2022,2,18,1,0,0,0,0,0,0,0,0,0,0
496MC-5,43.572,-68.972,2/18/22 17:30,2022,2,18,1,0,0,0,0,0,0,0,0,0,0
496MC-7,43.551,-68.515,2/18/22 18:46,2022,2,18,1,0,0,0,0,0,0,0,0,0,0
496MC-9,43.528,-68.056,2/18/22 20:02,2022,2,18,1,0,0,0,0.001,0,0,0,0,0,0
496MC-11,43.503,-67.6,2/18/22 21:19,2022,2,18,1,0,0.001,0,0,0,0,0.001,0,0,0
496MC-13,43.476,-67.143,2/18/22 22:35,2022,2,18,1,0,0,0,0,0,0,0,0,0,0
496MC-15,43.448,-66.688,2/18/22 23:51,2022,2,18,1,0,0,0,0,15000,0,0,0,0,0
496MC-17,43.418,-66.232,2/19/22 1:07,2022,2,19,1,0,0,0,0,0,0,0,0,0,0
496MC-19,43.386,-65.777,2/19/22 2:23,2022,2,19,1,0,0,0,0,0,0,0,0,0,0
496MC-21,43.352,-65.323,2/19/22 3:39,2022,2,19,1,0,0,0,0,0,0,0,0,0,0
496MC-23,43.316,-64.868,2/19/22 4:55,2022,2,19,1,0.001,0,0,0.001,0.001,0,0,0,0,0
496MC-25,43.371,-64.432,2/19/22 6:09,2022,2,19,1,0,0,0.001,0.001,0.001,0,0,0,0,0
496MC-27,43.498,-64.009,2/19/22 7:22,2022,2,19,1,0,0.001,0,0,0,0,0.001,0,0,0
496MC-29,43.623,-63.584,2/19/22 8:34,2022,2,19,1,0,0,0,0,0,0,0,0,0,0
496MC-31,43.746,-63.157,2/19/22 9:47,2022,2,19,1,0,0,0,0.001,0,0,0,0,0,0
496MC-33,43.868,-62.729,2/19/22 10:59,2022,2,19,1,0,0,0,15000,0,0,0,0,0,0
496MC-35,43.988,-62.299,2/19/22 12:12,2022,2,19,1,0,0,0,0.001,0,0,0,0,0,0
496MC-37,44.107,-61.866,2/19/22 13:25,2022,2,19,1,0,0,0,0.001,0,0,0,0,0,0
496MC-39,44.224,-61.433,2/19/22 14:37,2022,2,19,1,0,0,0,15000,15000,0,0,0,0,0
496MC-41,44.339,-60.998,2/19/22 15:50,2022,2,19,1,0,0,0,0,15000,0,0,0,0,0
496MC-43,44.453,-60.561,2/19/22 17:03,2022,2,19,1,0,0,0,15000,0,0,0,0,0,0
498MC-1,44.185,-63.82,4/19/22 9:56,2022,4,19,1,0,0,0,0,0,0,0,0,0,0
498MC-3,43.987,-64.193,4/19/22 11:28,2022,4,19,1,0,0,0,0,0,0,0,0,0,0
498MC-5,43.788,-64.563,4/19/22 13:00,2022,4,19,1,0,0,0,0,0,0,0.001,0,0,0
498MC-7,43.588,-64.931,4/19/22 14:32,2022,4,19,1,0.001,0,0,15000,0,0,0,0,0,0
498MC-9,43.387,-65.295,4/19/22 16:04,2022,4,19,1,0,0,0,0.001,0,0,0,15000,0,0
498MC-11,43.184,-65.658,4/19/22 17:36,2022,4,19,1,15000,0,0,15000,0,0.001,0,0,0,0
498MC-13,43.095,-66.054,4/19/22 19:09,2022,4,19,1,0.001,0,0,15000,0,0,0,0,0,0
498MC-15,43.161,-66.501,4/19/22 20:43,2022,4,19,1,15000,0,0,0.001,0,0.001,0.001,0.001,0,0
498MC-17,43.225,-66.947,4/19/22 22:17,2022,4,19,1,35000,0,0,35000,0,0,15000,0,0,0
498MC-19,43.288,-67.396,4/19/22 23:52,2022,4,19,1,0,0,0,0.001,0,0,0,0,0,0
498MC-21,43.349,-67.844,4/20/22 1:26,2022,4,20,1,15000,0,0,0.001,0,0,0,0,0,0
498MC-23,43.408,-68.294,4/20/22 3:00,2022,4,20,1,0,0,0,0,0,0,0,0,0,0
498MC-25,43.465,-68.745,4/20/22 4:35,2022,4,20,1,0,0,0,0,0,15000,0,0,0,0
498MC-27,43.521,-69.197,4/20/22 6:09,2022,4,20,1,0.001,0.001,0,0.001,0,0,0.001,0,0,0
498MC-29,43.574,-69.648,4/20/22 7:43,2022,4,20,1,0,0,0,0,0,0,0,0,0,0
499MC-1,43.596,-69.872,5/11/22 21:04,2022,5,11,1,0,0,0,0,0,0,0,0,0,0
499MC-3,43.553,-69.418,5/11/22 22:33,2022,5,11,1,0,0,0,0,0,0.001,0,0,0,0
499MC-5,43.508,-68.963,5/12/22 0:02,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-7,43.462,-68.51,5/12/22 1:31,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-9,43.414,-68.057,5/12/22 3:00,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-11,43.364,-67.605,5/12/22 4:29,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-13,43.312,-67.154,5/12/22 5:58,2022,5,12,1,0.001,0,0,0,0,0,0,0,0,0
499MC-15,43.258,-66.704,5/12/22 7:26,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-17,43.203,-66.254,5/12/22 8:55,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-19,43.146,-65.805,5/12/22 10:24,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-21,43.187,-65.374,5/12/22 11:50,2022,5,12,1,0,0,0,0,0,15000,15000,0,0,0
499MC-23,43.325,-64.959,5/12/22 13:13,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-25,43.461,-64.542,5/12/22 14:37,2022,5,12,1,0.001,0,0,0,0,0,0,0,0,0
499MC-27,43.596,-64.124,5/12/22 16:00,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-29,43.729,-63.703,5/12/22 17:23,2022,5,12,2,0,0,0,0,0,0,0,0,0,0
499MC-31,43.861,-63.28,5/12/22 18:47,2022,5,12,2,0.001,0,0,0,0,0,0,0,0,0
499MC-33,43.991,-62.855,5/12/22 20:10,2022,5,12,1,0,0,0,0,0,0,0,0,0,0
499MC-35,44.12,-62.429,5/12/22 21:33,2022,5,12,1,15000,0,0,0,0,0,0,0,0,0
510MB-1,38.408,-70.644,5/14/22 7:53,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-3,38.257,-70.266,5/14/22 9:05,2022,5,14,1,0,0.001,0,0,0,0,0,0,0,0
510MB-5,38.106,-69.89,5/14/22 10:17,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-7,37.946,-69.52,5/14/22 11:29,2022,5,14,1,0,0,0,15000,0,0.001,0,0,0,0
510MB-9,37.731,-69.199,5/14/22 12:46,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-11,37.515,-68.879,5/14/22 14:02,2022,5,14,1,0,0,0,15000,0,0,0,0,0,0
510MB-13,37.28,-68.582,5/14/22 15:19,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-15,37.038,-68.296,5/14/22 16:36,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-17,36.794,-68.012,5/14/22 17:54,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-19,36.542,-67.74,5/14/22 19:11,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-21,36.283,-67.48,5/14/22 20:28,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-23,36.023,-67.221,5/14/22 21:46,2022,5,14,1,0,0,0,0,0,0,0,0,0,0
510MB-25,35.762,-66.967,5/14/22 23:04,2022,5,14,1,0.001,0,0.001,0,0,0,0,0,0,0
510MB-27,35.497,-66.717,5/15/22 0:25,2022,5,15,1,0,0,0,0,0,0,0,0,0,0
510MB-29,35.231,-66.47,5/15/22 1:45,2022,5,15,1,0,0,0,0,0,0,0,0,0,0
500MC-1,43.604,-69.821,6/23/22 13:35,2022,6,23,1,0,0,0,0.001,0,0,0,0,0,0
500MC-3,43.578,-69.364,6/23/22 14:48,2022,6,23,1,15000,15000,0,15000,0,0,0,0,0.001,0
500MC-5,43.55,-68.907,6/23/22 16:02,2022,6,23,2,35000,15000,0,15000,0,0,15000,0.001,0.001,0
500MC-7,43.52,-68.45,6/23/22 17:15,2022,6,23,2,35000,0,0,95000,0,0,15000,0,0,0
500MC-9,43.489,-67.995,6/23/22 18:29,2022,6,23,2,0.001,15000,0,15000,15000,0,15000,0,15000,0
500MC-11,43.456,-67.54,6/23/22 19:42,2022,6,23,2,0.001,35000,0,15000,15000,0,0,0,0,0
500MC-13,43.42,-67.084,6/23/22 20:56,2022,6,23,1,0,0,0,0.001,0.001,0,0.001,0,0,0
500MC-15,43.383,-66.63,6/23/22 22:09,2022,6,23,1,0,0,0,0,0,0,0,0,0,0
500MC-17,43.345,-66.176,6/23/22 23:23,2022,6,23,2,15000,15000,0,0,0,15000,0,0,0,0
500MC-19,43.304,-65.722,6/24/22 0:37,2022,6,24,2,0,0,0,15000,0,0,0,0,0,0
500MC-21,43.262,-65.27,6/24/22 1:50,2022,6,24,1,0.001,0.001,0,35000,0,0,0,0,0,0
500MC-23,43.359,-64.85,6/24/22 3:04,2022,6,24,1,0,0,0,15000,0,0,0,0,0,0
500MC-25,43.505,-64.439,6/24/22 4:18,2022,6,24,1,0.001,0,0,15000,0.001,0,0.001,0,0,0
500MC-27,43.651,-64.026,6/24/22 5:32,2022,6,24,1,15000,0,0,0.001,0.001,0,0,0,0,0
500MC-29,43.794,-63.611,6/24/22 6:46,2022,6,24,1,0,0,0,15000,0,0.001,0,0,0,0
500MC-31,43.936,-63.195,6/24/22 8:01,2022,6,24,1,0,0,0,15000,0.001,0,0,15000,15000,0
500MC-33,44.077,-62.776,6/24/22 9:15,2022,6,24,1,0,0,0,0.001,0,0,0,0,0,0
500MC-35,44.216,-62.355,6/24/22 10:29,2022,6,24,1,0.001,0,0,0.001,0.001,0.001,0,0,0,0
512MB-1,38.353,-71.077,7/2/22 7:54,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-3,38.159,-70.734,7/2/22 9:11,2022,7,2,1,0,0,0,0,0,0,0,0,0.001,0
512MB-5,37.963,-70.391,7/2/22 10:28,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-7,37.759,-70.058,7/2/22 11:46,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-9,37.541,-69.741,7/2/22 13:03,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-11,37.322,-69.425,7/2/22 14:20,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-13,37.1,-69.113,7/2/22 15:40,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-15,36.878,-68.803,7/2/22 16:59,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-17,36.654,-68.495,7/2/22 18:19,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-19,36.415,-68.208,7/2/22 19:34,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-21,36.172,-67.924,7/2/22 20:50,2022,7,2,1,0,0,0,0,0,0,0,0,0.001,0
512MB-23,35.93,-67.642,7/2/22 22:05,2022,7,2,1,15000,0,0,0,0,0,0,0,0,0
512MB-25,35.671,-67.383,7/2/22 23:19,2022,7,2,1,0,0,0,0,0,0,0,0,0,0
512MB-27,35.405,-67.136,7/3/22 0:32,2022,7,3,1,0,0,0,0,0,0,0,0,0,0
512MB-29,35.139,-66.891,7/3/22 1:46,2022,7,3,1,0,0,0,0,0,0,0,0,0,0
513MB-1,38.057,-70.862,8/6/22 7:53,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-3,37.804,-70.587,8/6/22 9:07,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-5,37.551,-70.314,8/6/22 10:21,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-7,37.297,-70.041,8/6/22 11:35,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-9,37.048,-69.764,8/6/22 12:49,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-11,36.798,-69.488,8/6/22 14:03,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-13,36.544,-69.221,8/6/22 15:14,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-15,36.286,-68.957,8/6/22 16:26,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-17,36.029,-68.696,8/6/22 17:36,2022,8,6,0,0.001,0,0,0,0,0,0,0,0,0
513MB-19,35.784,-68.419,8/6/22 18:49,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-21,35.57,-68.106,8/6/22 20:04,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-23,35.354,-67.793,8/6/22 21:19,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
513MB-25,35.136,-67.486,8/6/22 22:34,2022,8,6,0,0,0,0,0,0,0,0,0,0,0
