Sample_Id,Latitude,Longitude,Midpoint_Date_Local,Year,Month,Day,Chlorophyll_Index,Ceratium fusus,Ceratium furca,Ceratium lineatum,Ceratium tripos,Ceratium macroceros,Ceratium horridum,Ceratium longipes,Ceratium arcticum,Dinoflagellate cysts (Total),Ceratium kofoidii
501MC-1,44.309,-63.539,8/29/22 14:19,2022,8,29,1,0,0.001,0,35000,95000,0,0,0,0,0
501MC-3,44.102,-63.901,8/29/22 15:33,2022,8,29,2,130000,15000,0,65000,65000,0,0,0,0,0
501MC-5,43.893,-64.262,8/29/22 16:47,2022,8,29,2,65000,0,0,35000,15000,0,15000,0,0,0
501MC-7,43.684,-64.619,8/29/22 18:01,2022,8,29,2,15000,0.001,0,65000,170000,0,0,0,0,0
501MC-9,43.473,-64.975,8/29/22 19:16,2022,8,29,1,15000,0,0,35000,35000,0,0,0,15000,0
501MC-11,43.261,-65.328,8/29/22 20:30,2022,8,29,1,0,15000,0,0,15000,0,0,0,15000,0
501MC-13,43.196,-65.734,8/29/22 21:45,2022,8,29,2,0,15000,0,15000,0,0,0,0,0,0
501MC-15,43.246,-66.185,8/29/22 23:00,2022,8,29,1,0,15000,0,15000,0,0,0,0,0,0
501MC-17,43.295,-66.635,8/30/22 0:15,2022,8,30,1,0,15000,0,15000,0,0,0,0,0,0
501MC-19,43.342,-67.088,8/30/22 1:31,2022,8,30,1,0.001,95000,0,15000,15000,0,0,0,15000,0
501MC-21,43.387,-67.54,8/30/22 2:46,2022,8,30,1,0,95000,0,15000,15000,0,0,0,0,0
501MC-23,43.43,-67.994,8/30/22 4:01,2022,8,30,1,15000,15000,0,0,15000,0,0,0,0,0
501MC-25,43.472,-68.448,8/30/22 5:16,2022,8,30,1,15000,0,0,15000,0,0,0,0,0,0
501MC-27,43.512,-68.902,8/30/22 6:32,2022,8,30,1,0,35000,0,15000,0.001,0,0,0,0,0
501MC-29,43.55,-69.358,8/30/22 7:47,2022,8,30,1,0.001,15000,0,0.001,0.001,0,0,0,0,0
514MB-1,38.09,-71.158,9/3/22 7:50,2022,9,3,1,0,0,0,0,0.001,0,0,0,0,0
514MB-3,37.868,-70.843,9/3/22 9:01,2022,9,3,1,0,0,0,0,0,0,0,0,15000,0
514MB-5,37.646,-70.53,9/3/22 10:12,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-7,37.421,-70.22,9/3/22 11:23,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-9,37.166,-69.951,9/3/22 12:36,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-11,36.911,-69.682,9/3/22 13:50,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-13,36.65,-69.423,9/3/22 15:02,2022,9,3,1,0.001,0,0,0,0,0,0,0,0.001,0
514MB-15,36.386,-69.172,9/3/22 16:12,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-17,36.12,-68.921,9/3/22 17:23,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-19,35.856,-68.669,9/3/22 18:34,2022,9,3,1,0,0,0,0,0.001,0,0,0,15000,0
514MB-21,35.609,-68.395,9/3/22 19:47,2022,9,3,1,0,0,0,0,0.001,0,0,0,0,0
514MB-23,35.361,-68.121,9/3/22 21:01,2022,9,3,1,0,0,0,0,0,0,0,0,0,0
514MB-25,35.113,-67.85,9/3/22 22:15,2022,9,3,1,0.001,0,0,0,0,0,0,0,0,0
502MC-1,43.592,-69.79,9/15/22 12:16,2022,9,15,1,0,0,0,0,0,0,0,0,0,0
502MC-3,43.542,-69.337,9/15/22 14:10,2022,9,15,1,0,0,0,0,0,0,0,0,0,0
502MC-15,43.202,-66.634,9/16/22 1:34,2022,9,16,1,0.001,0,0,15000,0,0,0,0,0,0
502MC-17,43.139,-66.187,9/16/22 3:28,2022,9,16,1,0,0,0,0,0,0,0,0,0,0
502MC-19,43.132,-65.743,9/16/22 5:21,2022,9,16,1,0,0,0,0,0,0,0,0,0,0
502MC-21,43.213,-65.3,9/16/22 7:12,2022,9,16,1,0.001,0.001,0,15000,35000,15000,0,0,0,0
502MC-23,43.364,-64.899,9/16/22 8:39,2022,9,16,1,0,0,0,0.001,0.001,0,0,0,0,0
502MC-25,43.538,-64.508,9/16/22 9:58,2022,9,16,1,0,0,0,0,0,0,0,0,0,0
502MC-27,43.71,-64.115,9/16/22 11:17,2022,9,16,1,0,0,0,0,35000,0,0,0,0,0
502MC-29,43.881,-63.72,9/16/22 12:36,2022,9,16,1,0.001,0,0,35000,15000,0,0,0,0,0
502MC-31,44.051,-63.323,9/16/22 13:56,2022,9,16,1,15000,0,0,15000,15000,0,0,0,0,0
502MC-33,44.219,-62.923,9/16/22 15:15,2022,9,16,1,0.001,0,0,15000,35000,0,0,0,0,0
502MC-35,44.386,-62.522,9/16/22 16:34,2022,9,16,1,15000,0,0,35000,0.001,0,0,0,0,0
502MC-37,44.551,-62.117,9/16/22 17:53,2022,9,16,1,0.001,0,0,15000,15000,0,0,0,0,0
502MC-39,44.715,-61.711,9/16/22 19:12,2022,9,16,1,15000,0,0,15000,0,0,0,0,0,0
502MC-41,44.878,-61.302,9/16/22 20:32,2022,9,16,2,15000,15000,0,35000,35000,0,0,0,15000,0
515MB-1,38.663,-71.985,10/1/22 8:04,2022,10,1,1,0,0,0,0,0.001,0,0,0,0,0
515MB-3,38.49,-71.622,10/1/22 9:50,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-5,38.303,-71.273,10/1/22 11:34,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-7,38.066,-70.975,10/1/22 13:10,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-9,37.823,-70.685,10/1/22 14:45,2022,10,1,1,0,0,0,0,0.001,0,0,0,0,0
515MB-11,37.567,-70.416,10/1/22 16:16,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-13,37.311,-70.148,10/1/22 17:47,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-15,37.063,-69.869,10/1/22 19:22,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-17,36.82,-69.585,10/1/22 21:01,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-19,36.575,-69.303,10/1/22 22:41,2022,10,1,1,0,0,0,0,0,0,0,0,0,0
515MB-21,36.328,-69.025,10/2/22 0:30,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
515MB-23,36.08,-68.748,10/2/22 2:19,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
515MB-25,35.889,-68.412,10/2/22 4:09,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
515MB-27,35.701,-68.074,10/2/22 5:59,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
515MB-29,35.476,-67.775,10/2/22 7:35,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
515MB-31,35.236,-67.491,10/2/22 9:07,2022,10,2,1,0,0,0,0,0,0,0,0,0,0
503MC-1,43.58,-69.706,11/17/22 21:02,2022,11,17,1,0,0.001,0,0,0,0,0,0,0,0
503MC-3,43.538,-69.251,11/17/22 22:15,2022,11,17,2,0,0.001,0,0,0.001,0,0,0,0,0
503MC-5,43.494,-68.797,11/17/22 23:28,2022,11,17,1,0,0,0,0,15000,0,0,0,0,0
503MC-7,43.449,-68.343,11/18/22 0:41,2022,11,18,2,0,0.001,0,0.001,0,15000,0,0,0,0
503MC-9,43.401,-67.89,11/18/22 1:54,2022,11,18,1,0,0,0,0,0.001,0,0,0,0,0
503MC-11,43.352,-67.438,11/18/22 3:08,2022,11,18,1,0,0,0,0,0,0,0,0,0,0
503MC-13,43.302,-66.987,11/18/22 4:21,2022,11,18,1,0,0,0,0,0,0,0,0,0,0
503MC-15,43.249,-66.537,11/18/22 5:34,2022,11,18,1,0,0.001,0,0,0,0,0,0,0,0
503MC-17,43.195,-66.087,11/18/22 6:47,2022,11,18,1,0,0,0,0,0,0,0,0,0,0
516MB-1,39.061,-72.154,11/19/22 8:58,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-3,38.817,-71.864,11/19/22 10:31,2022,11,19,1,0,0,0,0,0.001,0,0,0,0,0
516MB-5,38.571,-71.575,11/19/22 12:05,2022,11,19,1,0,0,0,0,0.001,0,0,0,0,0
516MB-7,38.349,-71.259,11/19/22 13:27,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-9,38.127,-70.943,11/19/22 14:48,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-11,37.904,-70.629,11/19/22 16:16,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-13,37.68,-70.317,11/19/22 17:46,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-15,37.455,-70.007,11/19/22 19:17,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-17,37.214,-69.718,11/19/22 20:52,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-19,36.973,-69.431,11/19/22 22:28,2022,11,19,1,0,0,0,0,0,0,0,0,0,0
516MB-21,36.73,-69.146,11/20/22 0:08,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-23,36.485,-68.864,11/20/22 1:56,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-25,36.243,-68.581,11/20/22 3:44,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-27,36.012,-68.283,11/20/22 5:29,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-29,35.78,-67.988,11/20/22 7:14,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-31,35.542,-67.701,11/20/22 8:50,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-33,35.303,-67.417,11/20/22 10:24,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
516MB-35,35.061,-67.138,11/20/22 11:59,2022,11,20,1,0,0,0,0,0,0,0,0,0,0
504MC-1,43.496,-68.973,12/8/22 15:39,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-3,43.454,-68.518,12/8/22 16:53,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-5,43.41,-68.065,12/8/22 18:06,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-7,43.364,-67.612,12/8/22 19:20,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-9,43.316,-67.161,12/8/22 20:33,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-11,43.267,-66.709,12/8/22 21:47,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-13,43.216,-66.259,12/8/22 23:00,2022,12,8,1,0,0,0,0,0,0,0,0,0,0
504MC-15,43.163,-65.808,12/9/22 0:14,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-17,43.212,-65.385,12/9/22 1:26,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-19,43.38,-64.991,12/9/22 2:37,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-21,43.547,-64.595,12/9/22 3:48,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-23,43.712,-64.197,12/9/22 4:59,2022,12,9,1,0,0,0,0.001,0,0,0,0,0,0
504MC-25,43.876,-63.797,12/9/22 6:11,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-27,44.039,-63.394,12/9/22 7:22,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-29,44.2,-62.988,12/9/22 8:33,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
504MC-31,44.36,-62.581,12/9/22 9:44,2022,12,9,1,0,0,0,15000,0,0,0,0,0,0
504MC-33,44.518,-62.171,12/9/22 10:56,2022,12,9,1,0,0,0,0,0,0,0,0,0,0
517MB-1,39.018,-72.336,12/10/22 8:55,2022,12,10,6.5,15000,15000,0,0,0,0,0,0,15000,0
517MB-3,38.753,-72.077,12/10/22 10:25,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-5,38.488,-71.819,12/10/22 11:55,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-7,38.257,-71.514,12/10/22 13:27,2022,12,10,1,0,0,0,0,15000,15000,0,0,0,0
517MB-9,38.035,-71.199,12/10/22 15:01,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-11,37.796,-70.905,12/10/22 16:36,2022,12,10,1,0,0,0.001,0,0,0,0,0,0,0
517MB-13,37.553,-70.617,12/10/22 18:11,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-15,37.301,-70.344,12/10/22 19:47,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-17,37.028,-70.103,12/10/22 21:24,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-19,36.755,-69.865,12/10/22 23:01,2022,12,10,1,0,0,0,0,0,0,0,0,0,0
517MB-21,36.506,-69.59,12/11/22 0:34,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-23,36.262,-69.309,12/11/22 2:05,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-25,36.016,-69.031,12/11/22 3:36,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-27,35.76,-68.768,12/11/22 5:02,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-29,35.503,-68.506,12/11/22 6:29,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-31,35.251,-68.239,12/11/22 8:00,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
517MB-33,35.008,-67.961,12/11/22 9:39,2022,12,11,1,0,0,0,0,0,0,0,0,0,0
518MB-1,38.793,-72.024,1/7/23 9:01,2023,1,7,6.5,35000,0,0,0,0,15000,0,0,0,0
518MB-3,38.544,-71.74,1/7/23 10:42,2023,1,7,6.5,0,0,0,0,0,0,0,0,0.001,0
518MB-5,38.299,-71.454,1/7/23 12:22,2023,1,7,2,15000,0,0,0,0,0,0,0,0.001,0
518MB-7,38.093,-71.122,1/7/23 14:00,2023,1,7,1,0,0,0,0,0,0,0,0,0,0
518MB-9,37.884,-70.792,1/7/23 15:38,2023,1,7,1,0.001,0,0,0,0.001,0,0,0,0,0
518MB-11,37.673,-70.466,1/7/23 17:14,2023,1,7,1,0,0,0,0,0,0,0,0,0,0
518MB-13,37.461,-70.143,1/7/23 18:51,2023,1,7,1,0,0,0,0,0.001,0,15000,0,0,0
518MB-15,37.209,-69.872,1/7/23 20:30,2023,1,7,1,0,0,0,0,0,0,0,0,0,0
518MB-17,36.941,-69.625,1/7/23 22:10,2023,1,7,1,0,0,0,0,0,0,0,0,0,0
518MB-19,36.687,-69.359,1/7/23 23:53,2023,1,7,0,0,0,0,0,0,0,0,0,0,0
518MB-21,36.469,-69.045,1/8/23 1:39,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
518MB-23,36.25,-68.733,1/8/23 3:25,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
518MB-25,36.003,-68.456,1/8/23 5:07,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
518MB-27,35.756,-68.181,1/8/23 6:50,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
518MB-29,35.5,-67.919,1/8/23 8:28,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
518MB-31,35.239,-67.664,1/8/23 10:03,2023,1,8,0,0,0,0,0,0,0,0,0,0,0
505MC-1,43.598,-69.939,1/19/23 17:44,2023,1,19,1,0,0,0,15000,0,0,0,0,0,0
505MC-3,43.559,-69.484,1/19/23 18:57,2023,1,19,1,0,0,0,0.001,0,0,0,0,0,0
505MC-5,43.519,-69.028,1/19/23 20:12,2023,1,19,1,0,0,0,0.001,0,0,0,0,0,0
505MC-7,43.477,-68.574,1/19/23 21:25,2023,1,19,1,0,0,0,0.001,0,0,0,0,0,0
505MC-9,43.433,-68.121,1/19/23 22:39,2023,1,19,1,0,0,0,0,15000,0.001,0,0,0,0
505MC-11,43.387,-67.667,1/19/23 23:53,2023,1,19,1,0,0,0,0.001,0,0,0,0,0,0
505MC-13,43.339,-67.215,1/20/23 1:07,2023,1,20,1,0,0,0,15000,0,0,0,0,0,0
505MC-15,43.29,-66.764,1/20/23 2:21,2023,1,20,1,0,0,0,65000,15000,0,0,0,0,0
505MC-17,43.239,-66.313,1/20/23 3:35,2023,1,20,1,0,0,0,35000,15000,0,0,0,0,0
505MC-19,43.186,-65.862,1/20/23 4:49,2023,1,20,1,0,0,0,15000,0.001,0,0,0,0,0
505MC-21,43.226,-65.451,1/20/23 6:07,2023,1,20,1,0.001,0,0,15000,0.001,0,0,0,0,0
505MC-23,43.449,-65.112,1/20/23 7:31,2023,1,20,1,15000,0,0,35000,15000,0,0,0,0,0
505MC-25,43.672,-64.77,1/20/23 8:55,2023,1,20,1,0.001,0,0,0.001,0.001,0,0,0,0,0
505MC-27,43.892,-64.425,1/20/23 10:20,2023,1,20,1,0.001,0,0,15000,0.001,0,0,0,0,0
505MC-29,44.112,-64.079,1/20/23 11:44,2023,1,20,1,0.001,0,0,15000,15000,0,0,0,0,0
505MC-31,44.331,-63.729,1/20/23 13:08,2023,1,20,1,0.001,0,0,65000,0.001,0,0,0,0,0
506MC-1,43.481,-68.656,2/10/23 18:01,2023,2,10,1,0,0,0,0,0,0,0,0,0,0
506MC-3,43.441,-68.201,2/10/23 19:14,2023,2,10,1,0,0,0,15000,0,0,0,0,0,0
506MC-5,43.4,-67.748,2/10/23 20:27,2023,2,10,1,0,0,0,0,0,0,0,0,0,0
506MC-7,43.356,-67.294,2/10/23 21:41,2023,2,10,1,0,0,0,0,0,0,0,0,0,0
506MC-9,43.311,-66.842,2/10/23 22:54,2023,2,10,1,0,0,0,0,0,0,0,0,0,0
506MC-11,43.265,-66.39,2/11/23 0:08,2023,2,11,1,0,0,0,0,0,0,0,0,0,0
506MC-13,43.216,-65.938,2/11/23 1:21,2023,2,11,1,0,0,0,0,0,0,0,0,0,0
506MC-15,43.172,-65.491,2/11/23 2:34,2023,2,11,1,0,0,0,0.001,0,0,0,0,0,0
506MC-17,43.375,-65.128,2/11/23 3:43,2023,2,11,1,0,0,0,0,0,0,0,0,0,0
506MC-19,43.576,-64.764,2/11/23 4:51,2023,2,11,1,0,0,0,0.001,0.001,0,0,0,0,0
506MC-21,43.777,-64.396,2/11/23 6:00,2023,2,11,1,0,0,0,0.001,0,0,0,0,0,0
506MC-23,43.976,-64.026,2/11/23 7:09,2023,2,11,1,0,0,0,0,0,0,0,0,0,0
519MB-1,39.565,-72.856,3/11/23 8:54,2023,3,11,2,35000,130000,0,0.001,0,15000,0,0,0,0
519MB-3,39.294,-72.604,3/11/23 10:28,2023,3,11,1,0,0.001,0,0,0,0,0,0,0,0
519MB-5,39.024,-72.355,3/11/23 12:02,2023,3,11,1,0,0.001,0,0,0,0,0,0,0,0
519MB-7,38.758,-72.097,3/11/23 13:31,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-9,38.491,-71.84,3/11/23 14:59,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-11,38.216,-71.601,3/11/23 16:20,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-13,37.938,-71.368,3/11/23 17:41,2023,3,11,1,0,0,0,0,0.001,0,0,0,0,0
519MB-15,37.66,-71.135,3/11/23 19:02,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-17,37.373,-70.92,3/11/23 20:27,2023,3,11,1,0.001,0,0,0,0,0,0,0,0,0
519MB-19,37.086,-70.709,3/11/23 21:52,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-21,36.798,-70.498,3/11/23 23:18,2023,3,11,1,0,0,0,0,0,0,0,0,0,0
519MB-23,36.527,-70.256,3/12/23 0:46,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-25,36.256,-70.015,3/12/23 2:14,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-27,35.988,-69.771,3/12/23 3:41,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-29,35.729,-69.511,3/12/23 5:09,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-31,35.47,-69.253,3/12/23 6:37,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-33,35.232,-68.97,3/12/23 8:01,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
519MB-35,35.017,-68.66,3/12/23 9:22,2023,3,12,1,0,0,0,0,0,0,0,0,0,0
520MB-1,38.488,-71.683,4/8/23 8:01,2023,4,8,1,130000,0,0.001,15000,0,0,0,0,0,0
520MB-3,38.228,-71.416,4/8/23 9:38,2023,4,8,2,170000,35000,0,65000,0,0,0,0,15000,0
520MB-5,37.969,-71.152,4/8/23 11:14,2023,4,8,1,0,0.001,0,0,0,0,0,0,0,0
520MB-7,37.746,-70.837,4/8/23 12:45,2023,4,8,1,0,0,0,0,0,0,0,0,0,0
520MB-9,37.523,-70.525,4/8/23 14:15,2023,4,8,1,0,0,0,0.001,0,0,0,0,0,0
520MB-11,37.294,-70.221,4/8/23 15:43,2023,4,8,1,15000,0,0,0,0.001,0,0,0,0,0
520MB-13,37.064,-69.919,4/8/23 17:12,2023,4,8,1,0,0,0,0,0.001,0,0,0,0,0
520MB-15,36.826,-69.629,4/8/23 18:43,2023,4,8,1,0,0,0,0,0,0,0,0,0,0
520MB-17,36.561,-69.377,4/8/23 20:24,2023,4,8,1,0.001,0,0,0.001,0,0,0,0,0,0
520MB-19,36.295,-69.126,4/8/23 22:06,2023,4,8,1,15000,0,0,0,0,0,0,0,0,0
520MB-21,36.021,-68.891,4/8/23 23:53,2023,4,8,1,15000,0,0,0,0,0.001,0,0,0,0
520MB-23,35.745,-68.66,4/9/23 1:41,2023,4,9,2,0,0,0,0,0,0,0,0,0,0
520MB-25,35.48,-68.413,4/9/23 3:31,2023,4,9,2,0.001,0,0.001,0.001,0,0,0,0,0,0
520MB-27,35.222,-68.155,4/9/23 5:21,2023,4,9,2,15000,0,0,0,0,0,0,0,0,0
508MC-1,44.116,-63.834,4/11/23 11:31,2023,4,11,1,0,0,0,15000,0,0,0,0,0,0
508MC-3,43.912,-64.2,4/11/23 13:12,2023,4,11,1,0,0,0,35000,0,0,0,0,0,0
508MC-5,43.708,-64.564,4/11/23 14:53,2023,4,11,1,0,0,0,15000,0,0,0,0,0,0
508MC-7,43.502,-64.925,4/11/23 16:34,2023,4,11,1,0,0,0,0.001,0,0,0,0,0,0
508MC-9,43.296,-65.283,4/11/23 18:15,2023,4,11,1,0,0,0,15000,0,0,0,0,0,0
508MC-11,43.166,-65.667,4/11/23 19:50,2023,4,11,2,0,0,0,130000,0,0,15000,0,0,0
508MC-13,43.22,-66.117,4/11/23 21:10,2023,4,11,1,0,0,0,15000,0,0,0,0,0,0
508MC-15,43.271,-66.568,4/11/23 22:30,2023,4,11,1,0,0,0,15000,0,15000,0,0,0,0
508MC-17,43.321,-67.019,4/11/23 23:50,2023,4,11,1,0,0,0,65000,0,0,0,0,0,0
508MC-19,43.369,-67.471,4/12/23 1:10,2023,4,12,2,0,0,0,130000,0,15000,0,0,0,0
508MC-21,43.415,-67.924,4/12/23 2:30,2023,4,12,2,0,0,0,130000,0,0,0,0,0,0
508MC-23,43.46,-68.377,4/12/23 3:50,2023,4,12,1,0.001,0,0,35000,0.001,0,0,0,0,0
508MC-25,43.503,-68.831,4/12/23 5:10,2023,4,12,1,0.001,15000,0,130000,0,0,0,0,0,0
508MC-27,43.544,-69.287,4/12/23 6:30,2023,4,12,1,0,0,0,35000,0,0,0,0,0,0
508MC-29,43.583,-69.742,4/12/23 7:50,2023,4,12,1,0.001,0,0,15000,0,0,0,0,0.001,0
521MB-1,39.66,-72.887,5/5/23 21:47,2023,5,5,1,0,0,0,65000,0,0,0,0,0,0
521MB-3,39.413,-72.598,5/5/23 23:05,2023,5,5,1,0,0.001,0,0.001,0,0,0,0,0,0
521MB-5,39.159,-72.319,5/6/23 0:23,2023,5,6,1,15000,0,0,0.001,0,0,0,0,0,0
521MB-7,38.904,-72.043,5/6/23 1:40,2023,5,6,1,0.001,0,0,15000,0,0,0,0,0,0
521MB-9,38.648,-71.769,5/6/23 2:58,2023,5,6,1,15000,0.001,0,15000,0,0,0,0,0,0
521MB-11,38.407,-71.476,5/6/23 4:13,2023,5,6,1,0,0.001,0,0,0,0,0,0,0,0
521MB-13,38.168,-71.18,5/6/23 5:27,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-15,37.929,-70.886,5/6/23 6:42,2023,5,6,1,0,15000,0,0,0,0,0,0,0,0
521MB-17,37.692,-70.591,5/6/23 7:56,2023,5,6,1,0,0,0,15000,0,0,0,0,0,0
521MB-19,37.456,-70.294,5/6/23 9:09,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-21,37.22,-69.998,5/6/23 10:23,2023,5,6,1,0,0,0,15000,0,0,0,0,0,0
521MB-23,36.981,-69.707,5/6/23 11:37,2023,5,6,1,0,0,0,0.001,0,0,0,0,0,0
521MB-25,36.736,-69.425,5/6/23 12:54,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-27,36.49,-69.145,5/6/23 14:11,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-29,36.237,-68.876,5/6/23 15:29,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-31,35.983,-68.61,5/6/23 16:48,2023,5,6,1,0,0,0,0,0.001,0,0,0,0,0
521MB-33,35.727,-68.345,5/6/23 18:08,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-35,35.481,-68.07,5/6/23 19:27,2023,5,6,1,0,0,0,0,0,0,0,0,0,0
521MB-37,35.236,-67.792,5/6/23 20:46,2023,5,6,1,0,0.001,0.001,0.001,0,0.001,0,0,0,0
509MC-1,43.597,-69.789,5/26/23 10:02,2023,5,26,1,0,0,0,15000,0,0,0,0,0,0
509MC-3,43.555,-69.334,5/26/23 11:13,2023,5,26,1,0,0,0,35000,0,15000,0,0,0,0
509MC-5,43.512,-68.88,5/26/23 12:24,2023,5,26,1,0,0,0,35000,0,0,15000,0,0,0
509MC-7,43.467,-68.426,5/26/23 13:34,2023,5,26,1,0,0,0,65000,0,0,15000,0,0,0
509MC-9,43.42,-67.973,5/26/23 14:45,2023,5,26,1,0,0,0,65000,0,0,0,0,0,0
509MC-11,43.371,-67.52,5/26/23 15:56,2023,5,26,1,0,0,0,35000,0,0,0,0,0,0
509MC-13,43.321,-67.069,5/26/23 17:07,2023,5,26,1,0.001,0.001,0,225000,0,0,0,0,0,0
509MC-15,43.268,-66.618,5/26/23 18:18,2023,5,26,1,0,0,0,65000,0,0,0,0.001,0,0
509MC-17,43.214,-66.168,5/26/23 19:29,2023,5,26,1,0,0,0,95000,0,0,0,0,0,0
509MC-19,43.159,-65.72,5/26/23 20:39,2023,5,26,2,0,0,0,95000,0,0,0,0,0,0
509MC-21,43.247,-65.322,5/26/23 21:56,2023,5,26,2,0,0,0,300000,0,0.001,0,0,0,0
509MC-23,43.454,-64.964,5/26/23 23:16,2023,5,26,2,0,0,0,35000,0,0,170000,0,0,0
509MC-25,43.661,-64.604,5/27/23 0:37,2023,5,27,2,15000,0,0,35000,0,0,0,0,0,0
509MC-27,43.866,-64.241,5/27/23 1:57,2023,5,27,2,0,0,0,130000,0,0,0,0,0,0
509MC-29,44.07,-63.876,5/27/23 3:18,2023,5,27,1,15000,0,0,15000,0,0,0,0,0,0
509MC-31,44.273,-63.508,5/27/23 4:38,2023,5,27,2,15000,0,0,225000,0,0,35000,0,0,0
522MB-1,37.697,-70.371,6/10/23 7:56,2023,6,10,0,0,0,0,0,0,0,0,0,0,0
522MB-3,37.456,-70.082,6/10/23 9:13,2023,6,10,0,0,0,0,0,0,0,0,0,0,0
